,acd05,acd04,acd01,acd02,acd06,acd03
bags,3.0,2.0,1e-10,1.0,1.0,1.0
bait,1.0,1.0,1.0,1.0,5.0,1e-10
balance,1.0,6.0,1.0,1.0,9.0,3.0
balanced,3.0,5.0,1e-10,1.0,4.0,1.0
balconies,1.0,1e-10,1e-10,1e-10,2.0,1e-10
balcony,5.0,1e-10,1e-10,2.0,1e-10,1e-10
bale,2.0,1.0,1e-10,1e-10,1.0,1e-10
baleful,2.0,1e-10,1.0,1e-10,1.0,1e-10
balers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bales,1.0,3.0,1e-10,1e-10,1e-10,1e-10
baling,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
ball,5.0,3.0,1e-10,1e-10,27.0,1e-10
ballast,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
ballet,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
balls,2.0,1.0,1e-10,1e-10,1e-10,1e-10
balm,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
balustrade,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
balustrades,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
band,12.0,7.0,2.0,2.0,3.0,4.0
bandit,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bandoleers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bandolier,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bands,1.0,6.0,1e-10,1e-10,1.0,1.0
bandy,1.0,1e-10,1e-10,1e-10,1.0,1e-10
bang,5.0,1e-10,1e-10,1.0,1e-10,1.0
banish,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
banished,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
banishment,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
bank,28.0,17.0,1e-10,4.0,13.0,7.0
banked,2.0,1.0,1e-10,2.0,1.0,1e-10
banks,8.0,8.0,1.0,1.0,4.0,1.0
banner,1.0,33.0,1e-10,1e-10,1e-10,1e-10
baptising,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bar,19.0,11.0,1.0,1e-10,14.0,1.0
barber,3.0,1.0,1e-10,1e-10,1.0,1e-10
bare,1.0,19.0,3.0,1.0,8.0,1.0
bareback,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bared,1.0,1e-10,1e-10,1.0,1e-10,1e-10
barely,1.0,1.0,1e-10,1e-10,1e-10,1e-10
bargain,1.0,1.0,1.0,1e-10,2.0,2.0
bark,9.0,2.0,1.0,1e-10,1e-10,1e-10
barking,2.0,1.0,1e-10,1e-10,2.0,1e-10
barks,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
barn,1.0,1.0,1e-10,1e-10,1e-10,1e-10
barred,7.0,6.0,1e-10,1.0,1.0,1e-10
barrel,9.0,1.0,1e-10,1e-10,4.0,5.0
barrels,4.0,1.0,1e-10,1.0,2.0,1e-10
barren,1.0,3.0,4.0,3.0,2.0,1.0
barricade,4.0,1e-10,1e-10,1e-10,1e-10,1e-10
barricaded,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
barriers,1.0,2.0,1e-10,1e-10,1e-10,1e-10
bars,12.0,6.0,1e-10,1.0,2.0,2.0
bartered,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bartering,1.0,1.0,1e-10,1e-10,1.0,1e-10
base,6.0,11.0,5.0,1e-10,5.0,1e-10
basement,2.0,1.0,1e-10,1e-10,1.0,1e-10
basin,2.0,1e-10,1.0,1e-10,1e-10,1e-10
basket,2.0,3.0,1e-10,1e-10,2.0,1.0
basking,1.0,1.0,1e-10,1e-10,1e-10,1e-10
basswood,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bastions,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bat,1.0,1e-10,1e-10,1e-10,2.0,1e-10
bathed,3.0,1.0,1.0,1.0,2.0,1e-10
bathing,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
baton,1.0,1.0,1e-10,1e-10,1e-10,1e-10
battered,1.0,5.0,1e-10,1e-10,5.0,1e-10
battering,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
battle,1.0,25.0,2.0,1.0,2.0,1e-10
battlements,1.0,1.0,1e-10,1e-10,1e-10,1e-10
battles,2.0,5.0,1e-10,1e-10,1.0,1e-10
baulk,1.0,1e-10,1e-10,1.0,1e-10,1e-10
baulked,1.0,1.0,1e-10,1e-10,1e-10,1e-10
bay,4.0,1.0,1e-10,1e-10,4.0,1e-10
be,656.0,766.0,249.0,329.0,834.0,260.0
beach,1.0,3.0,1e-10,1e-10,4.0,1.0
bead,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
beaded,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
beads,3.0,6.0,1e-10,1e-10,1.0,1.0
beak,2.0,2.0,1e-10,1.0,1e-10,1e-10
beams,1.0,4.0,1e-10,1.0,1e-10,1e-10
bean,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
bear,20.0,48.0,3.0,3.0,16.0,6.0
beard,8.0,19.0,4.0,15.0,16.0,1.0
bearded,5.0,8.0,1e-10,1e-10,7.0,3.0
bearer,1.0,1e-10,1.0,1e-10,1.0,1e-10
bearing,25.0,29.0,3.0,2.0,6.0,2.0
bears,1.0,5.0,2.0,1e-10,1e-10,1.0
beast,3.0,8.0,1.0,11.0,8.0,1e-10
beasts,1.0,1e-10,3.0,1e-10,3.0,1e-10
beat,4.0,14.0,4.0,3.0,14.0,7.0
beaten,2.0,11.0,2.0,2.0,4.0,1.0
beating,2.0,12.0,2.0,1.0,5.0,2.0
beats,1.0,1e-10,1.0,1e-10,1e-10,1e-10
beau,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
beauties,1.0,1e-10,1.0,3.0,2.0,1e-10
beautiful,34.0,13.0,2.0,7.0,11.0,1e-10
beautifully,1.0,1e-10,1.0,1.0,1e-10,1e-10
beautify,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
beauty,24.0,11.0,3.0,4.0,9.0,1.0
beaver,6.0,1e-10,1e-10,1e-10,1e-10,1e-10
beavers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
becalmed,1.0,1e-10,1e-10,1e-10,1.0,1e-10
became,8.0,6.0,9.0,12.0,29.0,2.0
because,33.0,29.0,9.0,29.0,21.0,16.0
beckoned,1.0,1.0,1e-10,1.0,1.0,1e-10
beckoning,1.0,2.0,1e-10,1e-10,1e-10,1e-10
beckons,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
become,8.0,14.0,12.0,6.0,21.0,3.0
becomes,3.0,5.0,1e-10,4.0,4.0,3.0
becoming,2.0,1.0,1.0,5.0,11.0,1.0
bed,4.0,25.0,10.0,4.0,26.0,6.0
bedchamber,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bedimmed,1.0,1.0,1e-10,1e-10,1e-10,1e-10
bedroom,2.0,1e-10,3.0,2.0,6.0,1e-10
bedside,1.0,1.0,1e-10,1e-10,2.0,1.0
beech,1.0,3.0,1e-10,1e-10,1e-10,1.0
been,355.0,324.0,147.0,221.0,367.0,127.0
beetroot,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
beets,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
befall,2.0,4.0,1e-10,1.0,2.0,1e-10
befallen,2.0,10.0,1.0,1.0,4.0,1e-10
befalls,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
befell,2.0,2.0,1e-10,1e-10,1.0,1e-10
befitted,1.0,3.0,1e-10,1e-10,1e-10,1e-10
before,162.0,139.0,80.0,92.0,196.0,41.0
befriend,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
befriended,1.0,2.0,1e-10,1e-10,1e-10,1e-10
beg,6.0,5.0,2.0,6.0,8.0,1e-10
began,19.0,19.0,19.0,9.0,41.0,5.0
begets,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
beggar,1.0,4.0,1e-10,1e-10,1e-10,1.0
begin,4.0,4.0,3.0,4.0,5.0,3.0
beginning,7.0,2.0,3.0,2.0,11.0,7.0
begins,1.0,1e-10,1.0,1.0,1.0,1.0
begun,5.0,2.0,2.0,2.0,1.0,1e-10
behave,1.0,1e-10,1e-10,1e-10,2.0,1e-10
behind,102.0,134.0,14.0,30.0,83.0,18.0
being,25.0,33.0,26.0,28.0,68.0,13.0
belated,1.0,1e-10,1.0,1.0,1e-10,1e-10
beldame,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
belief,3.0,1e-10,1e-10,2.0,3.0,1e-10
believe,23.0,9.0,9.0,19.0,46.0,10.0
believed,4.0,1.0,1e-10,1.0,5.0,2.0
believers,1.0,1e-10,2.0,1e-10,1e-10,1e-10
believing,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
bell,7.0,9.0,5.0,2.0,14.0,3.0
bellow,1.0,1.0,1e-10,1e-10,1e-10,1e-10
bells,4.0,5.0,1e-10,1e-10,2.0,1e-10
belly,1.0,2.0,1e-10,1e-10,1.0,1e-10
bellying,1.0,1.0,1e-10,1e-10,1e-10,1e-10
belonged,1.0,4.0,6.0,2.0,1.0,2.0
belongs,1.0,2.0,5.0,1e-10,4.0,2.0
beloved,4.0,1e-10,1e-10,1e-10,1e-10,1e-10
below,19.0,15.0,3.0,2.0,20.0,4.0
belt,13.0,14.0,1.0,1e-10,1.0,1e-10
belts,1.0,5.0,1e-10,1e-10,1e-10,1e-10
benches,2.0,4.0,1e-10,1e-10,1e-10,1e-10
bend,6.0,9.0,1e-10,1e-10,1.0,1e-10
bending,4.0,1.0,2.0,1e-10,1.0,1e-10
beneath,28.0,37.0,5.0,8.0,18.0,1.0
benediction,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
benefactress,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
beneficent,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
benefit,1.0,2.0,1e-10,1e-10,1.0,1.0
benefited,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bent,26.0,34.0,1e-10,4.0,12.0,2.0
bereft,1.0,1e-10,1e-10,1e-10,1.0,1e-10
berg,9.0,1e-10,1e-10,1e-10,1e-10,1e-10
berries,2.0,1e-10,1e-10,1e-10,1.0,1e-10
beryls,1.0,1e-10,1e-10,1e-10,1e-10,1.0
beside,38.0,31.0,11.0,5.0,23.0,10.0
besides,5.0,15.0,3.0,3.0,14.0,5.0
besieged,2.0,1e-10,1e-10,1e-10,1.0,1e-10
best,58.0,54.0,17.0,11.0,66.0,15.0
bethink,1.0,13.0,1e-10,1e-10,1e-10,1e-10
betraying,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
better,60.0,85.0,22.0,24.0,71.0,13.0
bettering,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
between,84.0,76.0,22.0,33.0,58.0,28.0
betwixt,2.0,26.0,1e-10,1.0,1.0,1e-10
bewail,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bewildered,1.0,3.0,1.0,1.0,6.0,1e-10
bewilderment,5.0,2.0,1.0,1e-10,4.0,1e-10
beyond,18.0,37.0,3.0,12.0,20.0,4.0
bible,1.0,1e-10,1e-10,1e-10,3.0,1e-10
bid,2.0,6.0,1e-10,1e-10,6.0,1e-10
bidding,4.0,1.0,1e-10,1e-10,1e-10,1e-10
bide,2.0,32.0,1e-10,1e-10,1e-10,1e-10
big,3.0,21.0,1.0,2.0,14.0,3.0
bigoted,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bigotry,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
bigots,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bill,1.0,4.0,1e-10,1e-10,5.0,1e-10
billet,1.0,1e-10,1e-10,1e-10,1.0,1e-10
billets,3.0,1.0,1.0,1e-10,1e-10,1e-10
bin,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bind,2.0,2.0,1e-10,1.0,1.0,1e-10
binds,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
birch,8.0,1e-10,1e-10,1e-10,1e-10,1e-10
bird,3.0,18.0,1.0,3.0,2.0,2.0
birds,4.0,4.0,2.0,1e-10,2.0,1e-10
birth,1.0,9.0,1e-10,1e-10,2.0,1e-10
biscuit,5.0,1e-10,1e-10,1e-10,1e-10,1e-10
biscuits,1.0,1e-10,1e-10,1e-10,2.0,1e-10
bishop,16.0,4.0,1e-10,1e-10,1e-10,1e-10
bishops,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bit,3.0,7.0,2.0,4.0,11.0,3.0
bite,2.0,4.0,1.0,1.0,1.0,1e-10
biting,1.0,6.0,1e-10,1e-10,2.0,1e-10
bitter,21.0,23.0,1.0,3.0,12.0,3.0
bitterly,5.0,3.0,3.0,5.0,13.0,1.0
bitterness,3.0,2.0,1e-10,1.0,1.0,1.0
black,65.0,119.0,3.0,41.0,42.0,30.0
blackened,2.0,1.0,1e-10,1e-10,1.0,1e-10
blacker,1.0,1e-10,1e-10,1.0,1e-10,1e-10
blackly,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
blackness,4.0,1e-10,1e-10,1.0,1e-10,1e-10
blacks,2.0,1e-10,1e-10,1e-10,1.0,1e-10
blade,4.0,17.0,1e-10,1e-10,1.0,1e-10
blame,1.0,2.0,2.0,4.0,5.0,1.0
blamed,2.0,1e-10,1e-10,1e-10,1e-10,1.0
blanched,1.0,3.0,1.0,1e-10,1.0,1e-10
blanket,8.0,1e-10,1e-10,1e-10,1e-10,1.0
blankets,2.0,2.0,1e-10,1.0,1.0,1e-10
blare,1.0,3.0,1e-10,1e-10,1e-10,1e-10
blast,2.0,4.0,1e-10,1.0,1.0,1e-10
blasted,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
blaze,8.0,10.0,1.0,1e-10,5.0,2.0
blazed,3.0,1.0,1e-10,2.0,1.0,1.0
blazing,7.0,12.0,2.0,5.0,4.0,1e-10
bleak,1.0,5.0,2.0,3.0,5.0,1e-10
bleeding,2.0,1.0,1e-10,1e-10,3.0,1e-10
blended,2.0,1e-10,1e-10,1e-10,4.0,1e-10
blending,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bless,6.0,3.0,1.0,1.0,12.0,3.0
blessed,8.0,19.0,1e-10,1e-10,2.0,1.0
blessing,10.0,10.0,1e-10,1e-10,4.0,1.0
blew,2.0,7.0,1.0,1.0,2.0,1.0
blight,2.0,2.0,1e-10,1e-10,1e-10,1e-10
blights,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
blind,5.0,12.0,2.0,1e-10,8.0,3.0
blinds,1.0,1e-10,1e-10,1.0,2.0,1.0
blinked,1.0,2.0,1e-10,1.0,1e-10,1.0
blinking,3.0,7.0,1.0,1e-10,1e-10,1.0
block,7.0,2.0,1e-10,3.0,1.0,1e-10
blocked,1.0,3.0,1.0,1e-10,2.0,1e-10
blockhouse,8.0,1e-10,1e-10,1e-10,1e-10,1e-10
blockhouses,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
blocks,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
blood,38.0,83.0,28.0,8.0,30.0,9.0
blooded,2.0,2.0,1.0,2.0,1.0,1.0
bloodhound,1.0,1e-10,2.0,1.0,1e-10,1e-10
bloodless,1.0,1.0,1e-10,1e-10,2.0,2.0
bloods,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bloodshed,1.0,2.0,1e-10,1e-10,1.0,1e-10
bloodthirsty,1.0,2.0,1e-10,1e-10,1e-10,1e-10
bloody,1.0,15.0,1e-10,1.0,1e-10,1e-10
bloom,1.0,1e-10,1e-10,1.0,1e-10,1e-10
blossoms,1.0,1.0,1e-10,1e-10,1e-10,1e-10
blotch,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
blotched,1.0,1.0,1.0,1.0,1.0,1e-10
blotted,1.0,1e-10,1.0,1e-10,1e-10,1e-10
blow,13.0,37.0,3.0,4.0,22.0,3.0
blowing,1.0,5.0,1.0,1e-10,4.0,1.0
blown,4.0,3.0,1e-10,2.0,5.0,1e-10
blows,4.0,13.0,1e-10,1.0,1.0,1.0
blue,49.0,36.0,5.0,4.0,18.0,4.0
blues,3.0,1e-10,1e-10,1e-10,1e-10,1e-10
bluff,1.0,2.0,2.0,1e-10,1.0,1.0
blunt,3.0,3.0,1.0,1e-10,1.0,1.0
bluntly,1.0,2.0,1e-10,1e-10,2.0,1e-10
blurs,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
blush,1.0,2.0,1.0,1e-10,2.0,1e-10
blushed,1.0,1e-10,1.0,1e-10,2.0,1e-10
boar,1.0,3.0,1e-10,1e-10,1e-10,1e-10
board,5.0,21.0,1.0,1e-10,5.0,5.0
boards,4.0,2.0,1.0,1.0,5.0,1e-10
boast,2.0,2.0,1e-10,1e-10,1.0,1e-10
boat,47.0,2.0,1.0,1e-10,29.0,16.0
boatman,1.0,1e-10,1e-10,1e-10,1.0,3.0
boats,7.0,8.0,2.0,1e-10,9.0,1.0
bobbed,1.0,2.0,1e-10,1e-10,1.0,1e-10
bobolink,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
boded,1.0,1e-10,1.0,1.0,3.0,1e-10
bodice,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
bodies,8.0,14.0,1e-10,1e-10,3.0,1.0
bodily,1.0,1.0,1.0,1e-10,1.0,1e-10
body,32.0,43.0,13.0,18.0,24.0,10.0
bodyguard,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bog,2.0,1.0,1e-10,4.0,1e-10,1e-10
boiled,1.0,1.0,1e-10,1e-10,1e-10,1e-10
boiling,1.0,1.0,1e-10,1.0,2.0,1e-10
bold,11.0,12.0,3.0,1e-10,8.0,1.0
boldly,1.0,1.0,1.0,1e-10,2.0,1e-10
bomb,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
bonbons,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bond,2.0,1.0,1e-10,1e-10,1e-10,1e-10
bonds,6.0,2.0,1e-10,1.0,1e-10,1e-10
bone,2.0,8.0,1.0,1e-10,3.0,1e-10
boned,1.0,3.0,1e-10,1e-10,3.0,1e-10
bones,4.0,16.0,4.0,1.0,4.0,2.0
bony,1.0,1.0,1e-10,1e-10,4.0,1e-10
book,6.0,6.0,4.0,1.0,25.0,6.0
booming,1.0,2.0,1e-10,1.0,1.0,1e-10
boot,2.0,1e-10,2.0,19.0,2.0,2.0
boots,9.0,5.0,4.0,11.0,6.0,3.0
border,3.0,9.0,1.0,1.0,2.0,1.0
bordered,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
borders,5.0,3.0,1e-10,1.0,1e-10,1.0
bore,15.0,16.0,4.0,4.0,14.0,3.0
bored,1.0,1e-10,1e-10,1e-10,2.0,1.0
born,4.0,11.0,1e-10,1.0,4.0,1e-10
borne,5.0,5.0,2.0,2.0,1e-10,3.0
bosom,7.0,8.0,1e-10,1.0,4.0,3.0
both,49.0,52.0,21.0,30.0,68.0,15.0
bother,1.0,1e-10,1e-10,1e-10,1.0,1e-10
bottle,2.0,2.0,1.0,3.0,31.0,1.0
bottles,1.0,1e-10,1.0,1.0,1.0,1.0
bottom,8.0,5.0,2.0,3.0,7.0,5.0
boudoir,6.0,1.0,1e-10,1e-10,1e-10,1e-10
boughs,1.0,3.0,1e-10,1e-10,1e-10,1e-10
bought,3.0,3.0,1e-10,4.0,10.0,2.0
boulder,2.0,2.0,5.0,2.0,1e-10,1e-10
bound,7.0,11.0,7.0,3.0,12.0,2.0
boundaries,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bounded,4.0,9.0,3.0,1.0,2.0,1e-10
bounding,2.0,4.0,1e-10,3.0,1e-10,1.0
bourbon,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
bourgeois,4.0,1.0,1e-10,1.0,1e-10,1e-10
bow,11.0,49.0,1e-10,1.0,10.0,2.0
bowed,14.0,8.0,2.0,3.0,9.0,1.0
bowing,3.0,1e-10,1.0,1e-10,2.0,1e-10
bowl,3.0,1.0,1e-10,1e-10,1e-10,1.0
bows,13.0,21.0,1e-10,1e-10,7.0,1.0
bowsprit,4.0,1e-10,1e-10,1e-10,1e-10,1e-10
box,15.0,11.0,9.0,4.0,9.0,27.0
boxes,1.0,2.0,4.0,1e-10,2.0,1.0
boy,4.0,6.0,7.0,17.0,54.0,5.0
brace,3.0,2.0,1e-10,1e-10,3.0,1.0
braced,3.0,6.0,1e-10,1e-10,3.0,1.0
bracelet,1.0,1.0,1e-10,1e-10,1e-10,1e-10
bracing,1.0,1e-10,1e-10,1e-10,1.0,1e-10
braidings,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brain,5.0,1e-10,1.0,1.0,6.0,1.0
brains,1.0,4.0,1.0,1e-10,5.0,1.0
branch,5.0,3.0,1.0,1e-10,3.0,1e-10
branched,2.0,2.0,2.0,1e-10,1.0,1e-10
branches,6.0,7.0,3.0,3.0,3.0,1e-10
brand,1.0,1e-10,1.0,1e-10,1e-10,1e-10
brandy,2.0,1e-10,1e-10,1.0,8.0,1e-10
brass,13.0,2.0,2.0,1e-10,4.0,2.0
brat,1.0,1e-10,1e-10,1e-10,1.0,1e-10
brave,17.0,50.0,1.0,1e-10,5.0,1.0
bravely,1.0,8.0,1e-10,2.0,2.0,1e-10
braver,2.0,1.0,1e-10,1e-10,1e-10,1e-10
bravery,1.0,1.0,1e-10,1e-10,1.0,1e-10
braves,2.0,1.0,1.0,1e-10,1e-10,1e-10
bravest,3.0,6.0,1e-10,1.0,1e-10,1e-10
brawlers,2.0,1.0,1e-10,1e-10,1e-10,1e-10
brazier,2.0,1e-10,1e-10,1e-10,1e-10,1e-10
braziers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
breach,1.0,4.0,1e-10,1.0,2.0,1e-10
bread,6.0,22.0,2.0,3.0,4.0,1e-10
breadth,2.0,9.0,1.0,1.0,2.0,1e-10
break,20.0,23.0,5.0,5.0,24.0,4.0
breakfast,5.0,2.0,5.0,11.0,14.0,3.0
breaking,11.0,12.0,1.0,4.0,9.0,1e-10
breaks,2.0,1e-10,1.0,1e-10,1.0,1.0
breast,11.0,12.0,5.0,1.0,9.0,4.0
breath,16.0,26.0,4.0,5.0,13.0,2.0
breathed,3.0,1.0,1e-10,2.0,5.0,1e-10
breather,1.0,1.0,1e-10,1e-10,1e-10,1e-10
breathing,10.0,8.0,3.0,1.0,1.0,3.0
breathless,3.0,1.0,1.0,1.0,2.0,1e-10
breeches,6.0,1.0,1e-10,1e-10,1.0,1e-10
breeze,12.0,6.0,1e-10,1e-10,5.0,1e-10
brethren,1.0,6.0,1e-10,1e-10,1e-10,1e-10
breton,1.0,2.0,1e-10,1e-10,1e-10,1e-10
brevity,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brewing,1.0,1.0,1e-10,1.0,1e-10,1e-10
bribed,1.0,1e-10,1e-10,1.0,1.0,1e-10
brick,2.0,1.0,2.0,1.0,1e-10,5.0
bride,3.0,2.0,2.0,1e-10,2.0,1e-10
bridewell,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bridge,2.0,8.0,1e-10,2.0,1e-10,2.0
bridle,4.0,7.0,2.0,1.0,1e-10,1e-10
brief,2.0,2.0,3.0,1e-10,1e-10,1e-10
briefly,1.0,1e-10,1e-10,1e-10,2.0,2.0
briers,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brig,6.0,1.0,1e-10,1e-10,4.0,1e-10
brigade,1.0,1e-10,1.0,1e-10,1e-10,1e-10
brigands,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brigantine,6.0,1e-10,1e-10,1e-10,1e-10,1e-10
bright,18.0,19.0,4.0,6.0,25.0,11.0
brightened,6.0,3.0,1e-10,1e-10,4.0,1e-10
brightening,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brighter,3.0,1.0,1e-10,1e-10,2.0,2.0
brightest,1.0,1e-10,1.0,1e-10,2.0,1e-10
brightly,4.0,8.0,2.0,3.0,1e-10,1.0
brightness,4.0,3.0,1e-10,1e-10,2.0,1e-10
brigs,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brilliance,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brilliancy,3.0,2.0,1e-10,1e-10,1.0,1.0
brilliant,10.0,3.0,1e-10,1.0,5.0,1.0
brim,2.0,3.0,1e-10,1e-10,1.0,1e-10
brimmed,2.0,1e-10,1e-10,1e-10,3.0,1e-10
brims,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brindled,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
bring,49.0,56.0,4.0,10.0,32.0,14.0
bringing,2.0,4.0,2.0,4.0,7.0,1.0
brings,3.0,4.0,2.0,3.0,3.0,1.0
brisk,4.0,6.0,1e-10,1e-10,2.0,2.0
brisker,1.0,1.0,1e-10,1e-10,2.0,1e-10
briskly,2.0,3.0,1e-10,1e-10,2.0,1.0
bristle,3.0,9.0,1e-10,1e-10,2.0,3.0
bristled,2.0,3.0,1.0,1.0,5.0,1e-10
bristling,5.0,8.0,1e-10,2.0,2.0,1e-10
british,1.0,1e-10,3.0,4.0,10.0,1.0
brittle,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
broad,48.0,73.0,14.0,12.0,39.0,9.0
broadcast,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
broadcloth,1.0,1.0,1.0,1e-10,1e-10,1e-10
broaden,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
broadened,2.0,2.0,2.0,1e-10,1e-10,1e-10
broadening,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
broader,3.0,2.0,1.0,1.0,3.0,1e-10
brocade,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brocades,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
broil,1.0,1.0,1e-10,1e-10,1e-10,1e-10
broke,17.0,36.0,6.0,12.0,31.0,9.0
broken,19.0,36.0,3.0,12.0,28.0,10.0
bronzes,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brooch,3.0,2.0,1e-10,1e-10,1e-10,1e-10
brooded,1.0,1.0,1e-10,1e-10,4.0,1e-10
brook,1.0,8.0,1e-10,1e-10,1e-10,1.0
brooked,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brother,46.0,113.0,3.0,26.0,6.0,27.0
brotherly,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brothers,5.0,16.0,1.0,2.0,2.0,1.0
brought,49.0,50.0,19.0,26.0,45.0,29.0
brow,11.0,22.0,2.0,2.0,2.0,1.0
brown,19.0,46.0,10.0,10.0,19.0,3.0
browner,1.0,1.0,1e-10,1e-10,1e-10,1e-10
browns,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brows,11.0,13.0,4.0,4.0,8.0,2.0
bruised,2.0,1.0,1e-10,1e-10,2.0,1e-10
brunette,1.0,1e-10,1e-10,2.0,1e-10,1e-10
brush,1.0,6.0,1e-10,1e-10,1e-10,1e-10
brushed,3.0,4.0,1.0,1e-10,1.0,1e-10
brushing,1.0,1e-10,1e-10,1e-10,2.0,1.0
brushwood,15.0,17.0,1e-10,1e-10,1.0,1e-10
brutal,2.0,1.0,1e-10,3.0,4.0,1e-10
brutalities,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
brutally,1.0,1e-10,1e-10,1e-10,1.0,1e-10
brute,2.0,1.0,1e-10,5.0,5.0,1e-10
bubbling,1.0,1.0,1e-10,1.0,1e-10,1e-10
buck,1.0,1e-10,1e-10,1.0,1e-10,1e-10
bucket,3.0,1e-10,1e-10,1.0,3.0,1e-10
bucketful,1.0,1.0,1e-10,1e-10,1e-10,1e-10
buckets,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
buckle,1.0,2.0,1.0,1e-10,2.0,1e-10
